Unnamed: 0,text,sentiment,label,cleaned_text
2316,"fact men sardar ka frame jitnevale vnshon ya families ko hindu rajnitik polity men aasani se kshatriyas ya rajputs ke roop men svikar kar clans jata tha.
",positive,2,fact men sardar ka frame jitnevale vnshon ya families ko hindu rajnitik polity men aasani se kshatriyas ya rajputs ke roop men svikar kar clans jata tha
2317,"inmen kramsha13,74,283 aur 61,133 vyakti subsidised general vale varg men the aur 61,135 poora primiyam lives valon men the.
",neutral,1,inmen kramsha aur vyakti subsidised general vale varg men the aur poora primiyam lives valon men the
2318,"british ke press ne bhi is pradarshan ki strong aalochna karte hue likha-sbhi station par rel ke dibbon se bahar ki or munh nikalakar use honour se able karne ki is prkar chhoot di gayi , jaise ki vah kala pani jane vala convict n hokar state ka koee sammanit guest hai
",positive,2,british ke press ne bhi is pradarshan ki strong aalochna karte hue likhasbhi station par rel ke dibbon se bahar ki or munh nikalakar use honour se able karne ki is prkar chhoot di gayi jaise ki vah kala pani jane vala convict n hokar state ka koee sammanit guest hai
2319,"tum jis dasha men bhi hote ho aur uraan se jo kuchh bhi pate ho aur tum log jo kam bhi karte ho ham tumhen dekh rahe hote hai, jab tum usmen lage hote ho. aur tumhare rab se kan bhar bhi koee chiz chhipi nahin hai, n dharti men n aakash men aur n usse chhoti aur n bari koee t chiz aesi hai jo ek perspicuous book men maujood n ho
",positive,2,tum jis dasha men bhi hote ho aur uraan se jo kuchh bhi pate ho aur tum log jo kam bhi karte ho ham tumhen dekh rahe hote hai jab tum usmen lage hote ho aur tumhare rab se kan bhar bhi koee chiz chhipi nahin hai n dharti men n aakash men aur n usse chhoti aur n bari koee t chiz aesi hai jo ek perspicuous book men maujood n ho
2320,"connected by internet hue snganak aapas me antarjal rules  ke jarie soochna ka aadan-prdan karte connected
",neutral,1,connected by internet hue snganak aapas me antarjal rules ke jarie soochna ka aadanprdan karte connected
2321,"grave concern vyapak barojgari ek badi chinta ka vishay hai.
",negative,0,grave concern vyapak barojgari ek badi chinta ka vishay hai
2322,"kya jis shas ne uda ke auph aur ushnoodi par apni imarat ki buniyad dali ho vah good pleasure hai ya vah shas jisne apni imarat ki buniyad is crumbling bank ke lab par rakhi ho jismen darar par chuki ho aur agar vah chahta ho phir use le de ke jahannum ki aag men phat pade aur uda zalim logon ko mnzilen masood tak nahin pahunchaya karta
",positive,2,kya jis shas ne uda ke auph aur ushnoodi par apni imarat ki buniyad dali ho vah good pleasure hai ya vah shas jisne apni imarat ki buniyad is crumbling bank ke lab par rakhi ho jismen darar par chuki ho aur agar vah chahta ho phir use le de ke jahannum ki aag men phat pade aur uda zalim logon ko mnzilen masood tak nahin pahunchaya karta
2323,"pratham guru chunakkra achyut variyar aur shnkar variyar rahe.
",neutral,1,pratham guru chunakkra achyut variyar aur shnkar variyar rahe
2324,"chunbkiy parat vala ek tep, jisapar deta sngrhit kiya ja sakta hai
",neutral,1,chunbkiy parat vala ek tep jisapar deta sngrhit kiya ja sakta hai
2325,"yah bhi snbhav hai ki limited opportunities ke karan younger generations se prtispardha ki kaun kahe vriddhon men aapas men hi prtispardha ho jae
",negative,0,yah bhi snbhav hai ki limited opportunities ke karan younger generations se prtispardha ki kaun kahe vriddhon men aapas men hi prtispardha ho jae
2326,"good god corrupt ko pak se chhantakar alag kare aur napakon ko aapas men ek-doosre par rakhakar dher banae , phir use gehenna men dal de. yahi log losers men parnevale hai
",positive,2,good god corrupt ko pak se chhantakar alag kare aur napakon ko aapas men ekdoosre par rakhakar dher banae phir use gehenna men dal de yahi log losers men parnevale hai
2327,"kuchh to mussolini ke samman nivedan se prasann hokar aur kuchh uske colourful personality aur ancient tatha lively culture par uske impact ko dekhne ki chah se ravindrnath ne italy ka invitation svikar kiya  ve 15 curious 1926 ko naples ke lie ravana hue
",positive,2,kuchh to mussolini ke samman nivedan se prasann hokar aur kuchh uske colourful personality aur ancient tatha lively culture par uske impact ko dekhne ki chah se ravindrnath ne italy ka invitation svikar kiya ve curious ko naples ke lie ravana hue
2328,"aur aap wine ke ek glass ke sath aaram se apne feet oopar kar ke baithte hain
",neutral,1,aur aap wine ke ek glass ke sath aaram se apne feet oopar kar ke baithte hain
2329,"law us discipline aur aatm-snyam ki urge expression hai jiska anupalan towards aur social institutions ko karna hota control
",neutral,1,law us discipline aur aatmsnyam ki urge expression hai jiska anupalan towards aur social institutions ko karna hota control
2330,"insurance ka nominee vyakti subscriber ka near snbndhi hoga.
",neutral,1,insurance ka nominee vyakti subscriber ka near snbndhi hoga
2331,"aur i kaha ,  tum kya karte ho
",neutral,1,aur i kaha tum kya karte ho
2332,"ravan ke prashn ke answer introduced hanuman ne apna parichay ram ke doot ke roop men diya.
",neutral,1,ravan ke prashn ke answer introduced hanuman ne apna parichay ram ke doot ke roop men diya
2333,"hindi language ke samachar papers
",neutral,1,hindi language ke samachar papers
2334,"other men boy kee aur bhi things hain , jo sheep nahin sikha sakti.
",neutral,1,other men boy kee aur bhi things hain jo sheep nahin sikha sakti
2335,"k kisi existing law ke provisions par, athva
",neutral,1,k kisi existing law ke provisions par athva
2336,"mnchan ko niyntrit karna bhi sngat hoga ki natakkar tadnusar apni pandulipiyan teyar karne lage honge tatha abhinay aur prastutikaran ke nirdeshon ka samavesh karne lage honge.
",neutral,1,mnchan ko niyntrit karna bhi sngat hoga ki natakkar tadnusar apni pandulipiyan teyar karne lage honge tatha abhinay aur prastutikaran ke nirdeshon ka samavesh karne lage honge
2337,"badi mn aur dana pani hindi films ke lie likhe ge the.
",neutral,1,badi mn aur dana pani hindi films ke lie likhe ge the
2338,"ham aapko is integral jab phir se likhna karne ke lie chahta hoon
",positive,2,ham aapko is integral jab phir se likhna karne ke lie chahta hoon
2339,"1 se 127 tak degree of blurring
",neutral,1,se tak degree of blurring
2340,"farmaya tum daro nahin i tumhare sath see  sab kuchh  sunta aur dekhta see
",positive,2,farmaya tum daro nahin i tumhare sath see sab kuchh sunta aur dekhta see
2341,"aap uski difficult teenage years , jo kabhi-kbhi bari kathin avastha hoti hai , usse apna niji antrng sambndh sthapit kar sakte hain
",negative,0,aap uski difficult teenage years jo kabhikbhi bari kathin avastha hoti hai usse apna niji antrng sambndh sthapit kar sakte hain
2342,"india men ६४ ८ prtishat literacy hai jisme se ७५ ३ men aur ५३ ७ striyan sakshar hai.
",neutral,1,india men prtishat literacy hai jisme se men aur striyan sakshar hai
2343,"doosri ye ki, yadi aap predict karna chahen
",positive,2,doosri ye ki yadi aap predict karna chahen
2344,"aur ham jis shakhs ko  bahut  long umr life hain to use ilat men ulat  kar bachchon ki tarah majboor kar  life hain to kya vah log reason nahin
",positive,2,aur ham jis shakhs ko bahut long umr life hain to use ilat men ulat kar bachchon ki tarah majboor kar life hain to kya vah log reason nahin
2345,"marathi literature bhi time ki momentum k sath sath modern ho chuka hai.
",neutral,1,marathi literature bhi time ki momentum k sath sath modern ho chuka hai
2346,"pahle sab log ek hi din rakhte the phir aapas men jhagarne lage tab uda ne najat se ush bri dene vale aur azab se darane vale paimbron ko bheja aur in paimbron ke sath baraha kitab bhi nazil ki taki jin baton men log jhagarte the kitabe uda uska faisla kar de aur phir afsos to ye hai ki is hukm se ikhtelaph kiya bhi to unhin logon ne jin ko kitab di gayi thi aur vah bhi jab un ke pas uda ke saph ehkam aa chuke uske bad aur vah bhi aapas ki shararat se tab uda ne apni meharbani se alis eemandaron ko vah rahe ha dikha di jis men un logon ne ikhtelaph dal rakha tha aur uda jis ko chahe rahe rast ki hidayat karta hai
",positive,2,pahle sab log ek hi din rakhte the phir aapas men jhagarne lage tab uda ne najat se ush bri dene vale aur azab se darane vale paimbron ko bheja aur in paimbron ke sath baraha kitab bhi nazil ki taki jin baton men log jhagarte the kitabe uda uska faisla kar de aur phir afsos to ye hai ki is hukm se ikhtelaph kiya bhi to unhin logon ne jin ko kitab di gayi thi aur vah bhi jab un ke pas uda ke saph ehkam aa chuke uske bad aur vah bhi aapas ki shararat se tab uda ne apni meharbani se alis eemandaron ko vah rahe ha dikha di jis men un logon ne ikhtelaph dal rakha tha aur uda jis ko chahe rahe rast ki hidayat karta hai
2347,"consolidated stock ki today ki status kya hai.
",neutral,1,consolidated stock ki today ki status kya hai
2348,"din men yah soti rahti hai aur rat men akele ya jore men day and hunting
",neutral,1,din men yah soti rahti hai aur rat men akele ya jore men day and hunting
2349,"local infrastructure dhanche aur any vikas ki mahatvpoorn aavashyaktaon ke bich ke gaps in local, jise maujooda vikas prvah men bhali prkar se door nahin kiya ja raha hai.
",negative,0,local infrastructure dhanche aur any vikas ki mahatvpoorn aavashyaktaon ke bich ke gaps in local jise maujooda vikas prvah men bhali prkar se door nahin kiya ja raha hai
2350,"savitri ke prem ki shakti se chakit hokar tatha isi ke sath usse pichha chhurane ki utkat ichchha se yam ne use kee vardan die aur unhin vardanon ke kram men savitri ne ek manovaijnjanik kshan men unse yah bhi svikar karaya ki use satyvan se sau putron ki prapti ho.
",positive,2,savitri ke prem ki shakti se chakit hokar tatha isi ke sath usse pichha chhurane ki utkat ichchha se yam ne use kee vardan die aur unhin vardanon ke kram men savitri ne ek manovaijnjanik kshan men unse yah bhi svikar karaya ki use satyvan se sau putron ki prapti ho
2351,"i aamtaur aath baje sokar uthta hoon.
",neutral,1,i aamtaur aath baje sokar uthta hoon
2352,"aur yah hamesha har step ke bad ek reality ki janch karne ke lie achchha good
",positive,2,aur yah hamesha har step ke bad ek reality ki janch karne ke lie achchha good
2353,"jo bare-bare sins aur ashlil avoid the deadly hai aur jab unhe kisi par krodh aata hai to ve kshma kar dete hain
",negative,0,jo barebare sins aur ashlil avoid the deadly hai aur jab unhe kisi par krodh aata hai to ve kshma kar dete hain
2354,"human body men torso , neck , dhar , baju tatha tangen hoti hain
",neutral,1,human body men torso neck dhar baju tatha tangen hoti hain
2355,"child 3: phir sunao, grandpa!
",neutral,1,child phir sunao grandpa
2356,"requested device inishiylaiz maunted nahin kiya ja sakta riport ki gee reported error 1
",negative,0,requested device inishiylaiz maunted nahin kiya ja sakta riport ki gee reported error
2357,"location   s  mauzood nahin hai
",neutral,1,location s mauzood nahin hai
2358,"b se ee tak ki line ke way poore raste chalie ,
",neutral,1,b se ee tak ki line ke way poore raste chalie
2359,"ye legal sahi hai ki aapko becha jay
",positive,2,ye legal sahi hai ki aapko becha jay
2360,"nissndeh judgement ka day ek niyat time hai ,
",positive,2,nissndeh judgement ka day ek niyat time hai
2361,"own apne area men old lagatar koshish kar rahe hai ki purane suspicions clear ho , aapsi samajh ki barriers khule aur bangladesh , pakistan tatha bharat ke bich sthayi friendship ke lie paristhitiyan anukool bane.
",positive,2,own apne area men old lagatar koshish kar rahe hai ki purane suspicions clear ho aapsi samajh ki barriers khule aur bangladesh pakistan tatha bharat ke bich sthayi friendship ke lie paristhitiyan anukool bane
2362,"jute ke plants ko 21 se 38 degrees selsiyas temperature tatha 70 se 80 cent relative humidity ki jaroorat parti hain.
",neutral,1,jute ke plants ko se degrees selsiyas temperature tatha se cent relative humidity ki jaroorat parti hain
2363,"apne interview men bharali ne  marriage ke bad  ki har happened ka kramvar yaura diya hai
",neutral,1,apne interview men bharali ne marriage ke bad ki har happened ka kramvar yaura diya hai
2364,"recent dinon bilateral snbndhon men significant acceleration tatha expansion huaa hai aur usmen interest sabhi kshetr shamil hain.
",positive,2,recent dinon bilateral snbndhon men significant acceleration tatha expansion huaa hai aur usmen interest sabhi kshetr shamil hain
2365,"example sipain men  XML : : panel   etc   xml   php   rom   java  aadi.
",neutral,1,example sipain men xml panel etc xml php rom java aadi
2366,"latest men snpoorn sugar domestic ke manufacturers ke lie sngthit kshetr men tons ikaiyan hain aur prti varsh global 200 position ki snsthapit capable vale purje hain.
",neutral,1,latest men snpoorn sugar domestic ke manufacturers ke lie sngthit kshetr men tons ikaiyan hain aur prti varsh global position ki snsthapit capable vale purje hain
2367,"people , crime ke victim hue kuchh logon men phir se uske victim banne ki further prvritti hoti hai
",negative,0,people crime ke victim hue kuchh logon men phir se uske victim banne ki further prvritti hoti hai
2368,"ham moon pe phir se ja rahe hain - 50 years bad -
",neutral,1,ham moon pe phir se ja rahe hain years bad
2369,"aur hamne aasman se barakat vala pani wherewith we caused ba ke darakht ugae aur kheti ka anaj aur lambi lambi khajooren
",positive,2,aur hamne aasman se barakat vala pani wherewith we caused ba ke darakht ugae aur kheti ka anaj aur lambi lambi khajooren
2370,"jo strength india ki freedom ke lie chinta karte hain aur uske ichchhuk hain , ve mahasabha shanti aur confidence ke sath is test ka meet karen aur hamare dreams ke independence india ki disha men kndhe se kndha milakar aage badhen.
",positive,2,jo strength india ki freedom ke lie chinta karte hain aur uske ichchhuk hain ve mahasabha shanti aur confidence ke sath is test ka meet karen aur hamare dreams ke independence india ki disha men kndhe se kndha milakar aage badhen
2371,"vaikom ke mndir men kalamapatt ek bahut big thatched shed baithakar gaya jata hai jo mndir ke bahut bare prangan ke uttri bhag inside a big
",neutral,1,vaikom ke mndir men kalamapatt ek bahut big thatched shed baithakar gaya jata hai jo mndir ke bahut bare prangan ke uttri bhag inside a big
2372,"stkvelar ke shabdon men vah talents and personal aakarshan men inglaind bhar men apna sani nahin rakhti thi.
",positive,2,stkvelar ke shabdon men vah talents and personal aakarshan men inglaind bhar men apna sani nahin rakhti thi
2373,"mainne jaldi kari jisse ki tren n chhoot jae.
",positive,2,mainne jaldi kari jisse ki tren n chhoot jae
2374,"parntu section 111k men ullikhit alpkalik way abhilabhon ke roop men income par pariklit aay-kar ki amount fifteen prtishat ki rate se hogi
",positive,2,parntu section k men ullikhit alpkalik way abhilabhon ke roop men income par pariklit aaykar ki amount fifteen prtishat ki rate se hogi
